省份,流域,断面名称,监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L),叶绿素α(mg/L),藻密度(cells/L),站点情况
河南省,海河流域,获嘉东碑村,04-01 08:00,劣Ⅴ,14.6,7.91,8.20,2358.5,18.3,5.00,2.200,0.124,7.24,*,*,正常
河南省,海河流域,获嘉东碑村,04-01 12:00,劣Ⅴ,15.4,8.05,9.26,2197.4,16.0,4.99,3.920,0.136,8.87,*,*,正常
河南省,海河流域,获嘉东碑村,04-01 16:00,劣Ⅴ,16.2,8.16,9.72,2173.7,15.2,4.99,3.920,0.136,8.87,*,*,正常
河南省,海河流域,获嘉东碑村,04-01 20:00,劣Ⅴ,16.1,8.30,9.94,2179.2,17.5,5.14,4.130,0.131,9.23,*,*,正常
河南省,海河流域,获嘉东碑村,04-02 00:00,劣Ⅴ,15.8,8.28,9.34,1851.8,19.5,5.53,4.330,0.140,9.74,*,*,正常
河南省,海河流域,获嘉东碑村,04-02 04:00,劣Ⅴ,15.2,8.00,8.22,2064.5,20.8,5.53,4.330,0.140,9.74,*,*,正常
河南省,海河流域,获嘉东碑村,04-02 08:00,劣Ⅴ,14.5,7.95,8.18,1863.8,19.2,5.21,2.890,0.132,8.20,*,*,正常
河南省,海河流域,获嘉东碑村,04-02 12:00,Ⅳ,14.7,8.01,8.76,1827.4,15.6,4.76,1.260,0.125,6.50,*,*,正常
河南省,海河流域,获嘉东碑村,04-02 16:00,Ⅳ,13.5,8.18,9.35,1424.8,30.4,4.97,1.200,0.139,6.45,*,*,正常
河南省,海河流域,获嘉东碑村,04-02 20:00,Ⅲ,13.5,8.19,9.15,1587.5,29.3,3.79,0.620,0.079,5.82,*,*,正常
河南省,海河流域,获嘉东碑村,04-03 00:00,Ⅲ,13.1,8.19,9.10,1626.1,33.1,3.98,0.730,0.087,5.87,*,*,正常
河南省,海河流域,获嘉东碑村,04-03 04:00,Ⅲ,12.7,8.05,8.46,1638.1,33.7,3.98,0.730,0.087,5.87,*,*,正常
河南省,海河流域,获嘉东碑村,04-03 08:00,Ⅲ,12.3,7.99,8.29,1702.4,22.7,4.36,1.000,0.095,6.29,*,*,正常
河南省,海河流域,获嘉东碑村,04-03 12:00,Ⅲ,12.9,7.99,8.36,1733.0,17.5,4.68,0.990,0.092,5.83,*,*,正常
河南省,海河流域,获嘉东碑村,04-03 16:00,Ⅳ,13.6,8.05,8.90,1788.3,17.0,4.70,1.110,0.108,5.84,*,*,正常
