省份,流域,断面名称,监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L),叶绿素α(mg/L),藻密度(cells/L),站点情况
安徽省,长江流域,雁翅,04-01 04:00,Ⅱ,17.6,7.37,8.54,218.3,40.7,2.35,0.092,*,*,*,*,正常
安徽省,长江流域,雁翅,04-01 12:00,Ⅱ,17.5,7.34,8.53,216.5,35.0,2.78,0.091,*,*,*,*,正常
安徽省,长江流域,雁翅,04-01 12:00,Ⅱ,17.5,7.34,8.53,216.5,35.0,2.78,0.091,*,*,*,*,正常
安徽省,长江流域,雁翅,04-01 16:00,Ⅱ,17.5,7.35,8.43,218.6,46.3,2.60,0.106,*,*,*,*,正常
安徽省,长江流域,雁翅,04-01 20:00,Ⅱ,17.6,7.39,8.35,216.5,44.5,2.64,0.100,*,*,*,*,正常
安徽省,长江流域,雁翅,04-01 20:00,Ⅱ,17.6,7.39,8.35,216.5,44.5,2.64,0.100,*,*,*,*,正常
安徽省,长江流域,雁翅,04-02 04:00,Ⅱ,17.4,7.34,8.37,216.6,32.4,2.52,0.098,*,*,*,*,正常
安徽省,长江流域,雁翅,04-02 08:00,Ⅱ,17.5,7.31,8.35,216.0,40.6,2.47,0.099,*,*,*,*,正常
安徽省,长江流域,雁翅,04-02 12:00,Ⅱ,17.6,7.31,8.40,215.5,37.0,2.59,0.099,*,*,*,*,正常
安徽省,长江流域,雁翅,04-02 16:00,Ⅱ,17.8,7.32,8.45,217.4,36.5,2.56,0.102,*,*,*,*,正常
安徽省,长江流域,雁翅,04-02 20:00,Ⅱ,17.7,7.30,8.30,215.3,36.7,2.54,0.101,*,*,*,*,正常
安徽省,长江流域,雁翅,04-02 20:00,Ⅱ,17.7,7.30,8.30,215.3,36.7,2.54,0.101,*,*,*,*,正常
安徽省,长江流域,雁翅,04-03 04:00,Ⅱ,17.4,7.30,8.28,213.2,33.3,2.36,0.101,*,*,*,*,正常
安徽省,长江流域,雁翅,04-03 08:00,Ⅱ,17.3,7.31,8.30,212.3,30.7,2.21,0.110,*,*,*,*,正常
安徽省,长江流域,雁翅,04-03 12:00,Ⅱ,17.4,7.34,8.39,216.2,29.8,2.30,0.103,*,*,*,*,正常
安徽省,长江流域,雁翅,04-03 16:00,Ⅱ,17.4,7.40,8.42,226.1,31.7,2.35,0.103,*,*,*,*,正常
安徽省,长江流域,雁翅,04-03 20:00,Ⅱ,17.3,7.43,8.41,229.1,26.7,2.44,0.091,*,*,*,*,正常
安徽省,长江流域,雁翅,04-03 20:00,Ⅱ,17.3,7.43,8.41,229.1,26.7,2.44,0.091,*,*,*,*,正常
安徽省,长江流域,雁翅,04-04 04:00,Ⅱ,17.0,7.34,8.24,216.0,26.3,2.27,0.098,*,*,*,*,正常
安徽省,长江流域,雁翅,04-04 08:00,Ⅱ,16.9,7.33,8.25,217.7,25.7,2.36,0.110,*,*,*,*,正常
安徽省,长江流域,雁翅,04-04 12:00,Ⅱ,17.9,7.33,8.44,221.3,23.5,2.25,0.107,*,*,*,*,正常
安徽省,长江流域,雁翅,04-04 16:00,Ⅱ,18.5,7.41,8.72,226.6,22.1,2.22,0.094,*,*,*,*,正常
安徽省,长江流域,雁翅,04-04 20:00,Ⅱ,18.0,7.43,8.43,228.8,26.3,2.34,0.114,*,*,*,*,正常
安徽省,长江流域,雁翅,04-04 20:00,Ⅱ,18.0,7.43,8.43,228.8,26.3,2.34,0.114,*,*,*,*,正常
